Date,Chl_AVG,Chl_GEOM,Chl_MED,Chl_SD,Chl_N
01-Jan-1998,0.213990437105065,0.137031073090396,0.121215596795082,0.468535688646521,1957817
02-Jan-1998,0.205421671891595,0.131471605772691,0.11308392137289,0.461454076338326,1957817
03-Jan-1998,0.223962252664134,0.135201862846792,0.109739027917385,0.58276156861576,1957817
04-Jan-1998,0.212445366175124,0.122037512930109,0.0963934808969498,0.783661269380179,1957817
05-Jan-1998,0.218116322066012,0.128704726750291,0.103592067956924,0.634131685248682,1957817
06-Jan-1998,0.245021626990268,0.135745845605226,0.108754426240921,1.01336382102816,1957817
07-Jan-1998,0.250701203199888,0.141387256261813,0.113077037036419,0.957000298552428,1957817
08-Jan-1998,0.223195220225812,0.134840087445831,0.106283321976662,0.649613095460638,1957817
09-Jan-1998,0.207282817409195,0.123789045218511,0.099599227309227,0.527455791608529,1957817
10-Jan-1998,0.201593395185639,0.129583171025184,0.111741527915001,0.4336121066606,1957817
11-Jan-1998,0.228843038780245,0.152359745034323,0.130970999598503,0.471851605137183,1957817
12-Jan-1998,0.237568717314052,0.14922025449558,0.123242370784283,0.476976610394906,1957817
13-Jan-1998,0.271965149254045,0.165405150493299,0.139467984437943,0.774880866024136,1957817
14-Jan-1998,0.227191734768646,0.145651563285322,0.130014479160309,0.508195980335723,1957817
15-Jan-1998,0.207676945770425,0.136314089704316,0.118208289146423,0.464153373553913,1957817
16-Jan-1998,0.225267725446202,0.142461175694903,0.117989167571068,0.569519138449957,1957817
17-Jan-1998,0.216960726373364,0.140123864490498,0.118424467742443,0.474873789715582,1957817
18-Jan-1998,0.27457687432847,0.138927221898701,0.118831530213356,1.70618368032831,1957817
19-Jan-1998,0.235156359765307,0.145208053132293,0.120317839086056,0.632825172332711,1957817
20-Jan-1998,0.23617585125596,0.146960571006578,0.120771691203117,0.575522349509867,1957817
21-Jan-1998,0.232758021245008,0.151502684278903,0.12703549861908,0.499167659215813,1957817
22-Jan-1998,0.230721294361729,0.148174684967356,0.125924065709114,0.517811455753717,1957817
23-Jan-1998,0.213163032464329,0.135632320734943,0.11441259086132,0.475017540412904,1957817
24-Jan-1998,0.219293086775146,0.132742795766874,0.116133891046047,0.572124301721581,1957817
25-Jan-1998,0.198039193334033,0.125920473681672,0.111922547221184,0.450486934044594,1957817
26-Jan-1998,0.197191498626097,0.131464237639214,0.11357568949461,0.456950397889233,1957817
27-Jan-1998,0.209762010586523,0.13771080681906,0.111635260283947,0.426856636011864,1957817
28-Jan-1998,0.220668068112972,0.140769855176164,0.112153261899948,0.487366148914351,1957817
29-Jan-1998,0.252370217813508,0.156373742898191,0.123057775199413,0.478019713273423,1957817
30-Jan-1998,0.26557674092004,0.170530338744358,0.148905009031296,0.531896929346935,1957817
31-Jan-1998,0.229887836475435,0.151822577046197,0.130597114562988,0.426496903781475,1957817
01-Feb-1998,0.241098286742588,0.16125730933824,0.139050394296646,0.431775002584351,1957817
02-Feb-1998,0.238778543799593,0.151171546441161,0.123943142592907,0.580348207511713,1957817
03-Feb-1998,0.243470837193005,0.158973223533515,0.145638838410378,0.451717605748597,1957817
04-Feb-1998,0.220666959955869,0.145412203092247,0.125714167952538,0.405158073828177,1957817
05-Feb-1998,0.234608473055669,0.147482688255292,0.122652344405651,0.458049312634643,1957817
06-Feb-1998,0.223324332623522,0.138031724344806,0.115510232746601,0.506577856540121,1957817
07-Feb-1998,0.252134840205557,0.15878242392232,0.13094736635685,0.490612494981171,1957817
08-Feb-1998,0.23272673533272,0.141888621977802,0.115870483219624,0.530083865286844,1957817
09-Feb-1998,0.225762458881791,0.137444378674979,0.107160322368145,0.489403450260207,1957817
10-Feb-1998,0.235925583254575,0.143203583376068,0.112781472504139,0.565455519321274,1957817
11-Feb-1998,0.258740248149479,0.156723860425841,0.125358313322067,0.817726131719927,1957817
12-Feb-1998,0.239240538492469,0.147280394634189,0.116950295865536,0.599553619565787,1957817
13-Feb-1998,0.245596051480908,0.143176367220902,0.10920325666666,0.787202138308922,1957817
14-Feb-1998,0.224785890598503,0.140150459191895,0.109403111040592,0.50626690782112,1957817
15-Feb-1998,0.214874681584147,0.132860412705206,0.10510228574276,0.535653800506251,1957817
16-Feb-1998,0.226531109785756,0.133706279333337,0.101539470255375,0.73342535710828,1957817
17-Feb-1998,0.237272440602206,0.143162340825708,0.10579489916563,0.578635076168771,1957817
18-Feb-1998,0.251373720366613,0.145614845364851,0.106162942945957,0.65348426192592,1957817
19-Feb-1998,0.219770961660465,0.130558408331973,0.106720477342606,0.769091532945203,1957817
20-Feb-1998,0.204827392386304,0.128283159334702,0.0998006463050842,0.448915689853546,1957817
21-Feb-1998,0.21251935697077,0.125342364434838,0.0947195664048195,0.527197329633185,1957817
22-Feb-1998,0.201303049163743,0.128217780369763,0.102217555046082,0.474565568397794,1957817
23-Feb-1998,0.196119463279243,0.121875946133165,0.0971750542521477,0.459150696189953,1957817
24-Feb-1998,0.186056990195165,0.12129603547176,0.0963070467114449,0.399610505184229,1957817
25-Feb-1998,0.202128280769423,0.123507573284263,0.0933488011360168,0.512649745797501,1957817
26-Feb-1998,0.204617112818934,0.124166008462629,0.0952690169215202,0.605564090074952,1957817
27-Feb-1998,0.25966257523329,0.134497541938814,0.0946980714797974,0.812313061074329,1957817
28-Feb-1998,0.213073030542399,0.119557850871511,0.0918304771184921,0.69306013244448,1957817
01-Mar-1998,0.211284750906465,0.12174746590002,0.0905010476708412,0.627311721617395,1957817
02-Mar-1998,0.196359197272847,0.118837624678476,0.0940305814146996,0.539141697512437,1957817
03-Mar-1998,0.230248154837125,0.12442293851236,0.0961606055498123,0.666983034072961,1957817
04-Mar-1998,0.199043831716865,0.117558314867107,0.0914828032255173,0.554473887686738,1957817
05-Mar-1998,0.229641473840008,0.124379749152579,0.0970290750265121,0.633462948403864,1957817
06-Mar-1998,0.216292434998015,0.114463744800983,0.0894314050674438,0.746470216844298,1957817
07-Mar-1998,0.237890508823975,0.121450550021452,0.0943576246500015,0.985000843247695,1957817
08-Mar-1998,0.211816626693578,0.122297874094431,0.0977841764688492,0.630358530217225,1957817
09-Mar-1998,0.184781802197862,0.11594711501369,0.095966137945652,0.518157967028843,1957817
10-Mar-1998,0.193009997335589,0.123915160333405,0.104547813534737,0.412780728155151,1957817
11-Mar-1998,0.186616161575084,0.1209653598071,0.101697623729706,0.413357782215115,1957817
12-Mar-1998,0.184067856998029,0.124301867150132,0.109518885612488,0.370964796833779,1957817
13-Mar-1998,0.177293316744372,0.120279025964386,0.103480361402035,0.36767496874977,1957817
14-Mar-1998,0.180541135996014,0.122439281204998,0.103787541389465,0.37149093339457,1957817
15-Mar-1998,0.201259504830841,0.128194850724094,0.103271789848804,0.449726847268457,1957817
16-Mar-1998,0.196119932097594,0.126969005770236,0.102780841290951,0.404859887268539,1957817
